file_name,text,Category,fold
8669,intravenous immunoglobulin virus associate haemophagocytic syndrome year old boy virus associate haemophagocytic syndrome cause cytomegalovirus infection describe persistent severe respond repeat intravenous infusion immunoglobulin,Hemic and Lymphatic Diseases,4
35427,regulatory cell activity specific human type iii collagen rheumatoid arthritis fiftyone patient rheumatoid arthritis examine immune response potential human collagen type iii find cell patient proliferate collagen type iii whereas cell patient osteoarthritis healthy control respond antigen proliferation less lower percentage patient proliferative response collagen type comparison responder healthy control capability produce cell helper factor specific collagen type iii find significantly higher patient treat nonsteroidal drug nsaid comparison patient healthy control drug affect specific helper function response collagen type iii change proliferative response collagen type iii patient hla analyse reveal significant difference frequency hladrw10 sample patient healthy control,Musculoskeletal Diseases,0
7039,medical dental student attitude aid epidemic study investigate change oneyear period medical dental student attitude toward various issue relate contact aid patient author survey second thirdyear medical dental student one medical school complete year require clinical train dental student remain consistently anxious restrictive attitude toward treat patient aid medical student counterpart become conservative fearful attitude work aid patient whereas medical student become liberal overall group concern contract aid professional live personal live onethird medical student twothirds dental student indicate wish train specialty hospital high percentage aid patient substantial minority student group feel responsible treat patient qualify treat relate result suggest aidsrelated anxiety may influence student career choice behavior quality care patient receive suggestion educational strategy address student fearsboth warrant unwarrantedand difference attitude student different healthcare profession discus,Immunologic Diseases,1
10458,evidence peptide map region cd4 involve gp120cd4 interaction lead hiv infection hivinduced syncytium formation peptide fragment cd4 molecule compare ability inhibit cd4dependent hivinduced cell fusion inhibit cd4dependent hiv infection vitro block gp120 envelope glycoprotein bind cd4 peptide region cd4 although inactive underivatized equipotent inhibitor cd4dependent virus infection cell fusion cd4gp120 bind derivatized via benzylation acetylation peptide identical chemical composition alter sequence derivatization pattern block gp120 bind either cd4positive cell solubilized cd4 also block infection fusion similar potency block gp120cd4 interaction also inactive hiv infection cell fusion assay peptide fragment cd4 molecule inhibit fusion infection cd4gp120 interaction peptide cd4 derive region cd4 implicate bind cd4 antibody neutralize hiv infection cell fusion effect cd4dependent cell fusion hiv infection cd4gp120 bind reverse okt4a antileu blockade gp120 bind cd4 data provide evidence region cd4 directly involve gp120 bind lead cd4dependent hiv infection syncytium formation previous observation structural mutant cd4 suggest cdr2homologous region cd4 also involve either directly indirectly bind gp120 cd4 cdr2 cdr3like domain cd4 may contribute bind hiv envelope necessary hiv infection hivinduced cell fusion,Immunologic Diseases,2
16154,angiolymphoid hyperplasia eosinophilia angiolymphoid hyperplasia eosinophilia rare condition poorly recognize literature condition characterize appearance cutaneous nodule within head neck region especially around external ear variable lymphadenopathy peripheral eosinophilia occur condition mimic neoplasia important aware disease entity order avoid overtreatment surgical removal treatment choice however often multilobulated poorly delineate lesion often preclude initial wide excision local recurrence common present three case unusual condition brief resume literature,Hemic and Lymphatic Diseases,3
20017,dynamic tcell change peripheral blood bronchoalveolar lavage antigen asthmatic previously demonstrate decrease peripheral blood cd4 cell antigeninduced asthmatic subject determine accompany reciprocal change bronchoalveolar lavage bal fluid sample bal antigen administration peripheral blood lymphocyte pbl bal tcell subset composition examine eight extrinsic asthmatic three different week control week bal preform baseline pbl subset follow day placebo week placebo inhalation follow bal daily pbl day asthmatic attack induce inhalation relevant antigen start antigen week follow examine bal pbl daily find bal stimulus effect tcell composition pbl procedure induction asthmatic attack reduction pbl cd4 cell baseline mean less time bal cd4 cell increase less data compatible specific recruitment pbl cd4 cell respiratory system atopic subject undergo antigenic,Immunologic Diseases,4
15718,effect inosine glycolysis contracture myocardial ischemia effect inosine ino substrate metabolism rigor formation ischemic myocardium examine isolate rabbit heart metabolite content assess tissue extract chemical analysis whole heart 13c 31p nuclear magnetic resonance spectroscopy ischemic heart metabolize either 13cpyruvate 13cglucose ino increase total 13clabeled alanine content lactate content unaffected minute ischemia tissue alanine micromg wet mean sem heart perfuse pyruvateino versus micromg wet heart perfuse pyruvate alone less ino reduce tissue glycogen ischemia heart tissue alanine content ischemic heart supply glucoseino micromg wet greater ischemic heart supply glucose alone micromg wet alanine find originate pyruvate glycolytic end product glucoseperfused heart ino raise ratio ischemic intact heart glucose versus glucoseino pyruvate versus pyruvateino minute ischemia atp content fell glucoseino versus glucose alone rigor stone heart delay minute ino ino change atp content ischemic heart supply pyruvate delay rigor pyruvate minute pyruvateino minute possibly expense glycogen supplemental glucose improve effectiveness ino pyruvate preserve atp pyruvateglucose delay rigor pyruvateglucose minute minute glucose metabolism support improve energetic contractile state ischemic heart treat ino thus ischemic heart ino associate preservation functional integrity improve energy production due increase glycolytic activity activation glycolysis presence ino accommodate augment alanine production without additional accumulation lactate,Musculoskeletal Diseases,0
9335,peripheral neuropathy associate syndrome center disease control recognize existence epidemic illness characterize myalgia eosinophilia individual take preparation contain ltryptophan evaluate patient syndrome present subacute progressive neuropathy neuropathy predominantly motor maximal lower extremity two patient confine wheelchair one bedridden sensory loss predominantly involve small fiber modality study show multifocal mark conduction slow conduction block indicate segmental demyelination associate axonal degeneration accentuate distally examination sural nerve biopsy specimen demonstrate axonal degeneration patient perivascular infiltrate level quinolinic acid neurotoxic metabolite ltryptophan elevate cerebrospinal fluid patient measure cause neuropathy unknown may include immune mechanism toxicity eosinophil ltryptophan metabolic product contaminant within ltryptophan preparation,Musculoskeletal Diseases,1
4175,use kneebrace control tibial translation rotation comparison cadavera available model assess relative restraint provide fourteen currently available functional kneebraces use six limb cadavera test make degree flexion knee mechanical load system apply load cause translation rotation brace limit abnormal tibiofemoral displacement per cent translation variation rotation study demonstrate functional kneebraces provide restrain influence may beneficial control abnormal displacement knee degree restraint vary considerably,Musculoskeletal Diseases,2
20105,leukopenia neutropenia reduce hemoglobin level healthy american black hematologic profile person mostly activeduty service member study determine whether hematologic difference black white exist healthy population white significantly greater mean concentration leukocyte neutrophil hemoglobin men woman mean difference largely due relatively symmetric shift frequency distribution cell concentration significant correlation find neutrophil count morbidity infection measure standardize questionnaire use separate hematologic reference value black white consider,Hemic and Lymphatic Diseases,3
6317,total differential leukocyte count clinically well child information misinformation determine whether total differential leukocyte count value casefinding test apply evaluation criterion develop preventive service task force criterion comprise review current burden suffer disease prevent attribute intervention use quality evidence available literature search reveal evidence form data patient chart review complete blood cell count order year period one group pediatrician undertake least one value outside publish normal range find test perform clinically well child unsuspected illness discover result abnormal total differential leukocyte count,Hemic and Lymphatic Diseases,4
12331,molecular defect coagulation factor xfriuli result substitution serine proline position previous finding suggest coagulation factor xfriuli could functionally defective owe point mutation portion factor gene cod fully activate heavy chain verify existence postulate change analyze eight exon normal friuli factor gene exon amplify genomic dna use polymerase chain reaction clone plasmid puc19 amplify dna insert subject direct sequence dideoxy chain termination method forward reverse oligonucleotide sequence primer point mutation transition nucleotide position result cod serine tcc place proline ccc amino acid position find substitution involve highly conserve proline residue orient spatially close cleavage site zymogen active site enzyme explain previous observation discrete biochemical functional difference factor xfriuli normal factor mutation abolish hgici restriction site present normal factor gene change constitute basis convenient method screen individual carry molecular defect proline343 conserve region serine protease superfamily factor belong part residue lpc motif occur least enzyme computer analysis suggest motif may essential aspect conformational feature important functional property factor well serine protease,Hemic and Lymphatic Diseases,0
41267,effect albumin ionize calcium vitro human serum albumin use treat hypoproteinemia neonate use volume expander test hypothesis addition human serum albumin neonatal serum decrease serum ionize calcium ica concentration concentrate human serum albumin add placental cord serum sample reach seven incremental concentration serum ica concentration decrease significantly addition serum albumin multiple regression analysis effect albumin addition serum ica concentration mark effect high baseline albumin low baseline concentration vitro study speculate fast infusion albumin human neonate potential acutely lower serum ica concentration,Hemic and Lymphatic Diseases,1
44941,kaposis sarcoma spleen unusual clinical histologic feature report case kaposis sarcoma young woman present unusual clinical histologic feature unusual clinical feature absence cutaneous lesion presence splenic mass extensive involvement peritoneum result massive ascites intestinal ureteral obstruction postulate spleen primary site tumor unusual histologic feature presence sclerotic cavernous hemangioma variant tumor extensive area calcium deposit tumor atypical clinical histologic feature pose diagnostic difficulty clinician pathologist,Hemic and Lymphatic Diseases,2
14648,trigger finger secondary anomalous lumbrical insertion case report review literature trigger finger relatively common clinical entity frequently cause stenosing tenosynovitis several condition relate tenosynovitis also describe cause trigger review present rare anomaly fourth lumbrical muscle insertion cause trigger right little finger completely relieve follow excision anomalous muscle rare anatomic variant add list potential cause trigger finger,Musculoskeletal Diseases,3
7040,impact aid symposium attitude provider pediatric health care follow report concern among healthcare worker regard occupational risk infection human virus hiv symposium design demonstrate healthcare provider three hospital bronx new york low risk occupational hiv infection technique avoid infection symposium healthcare provider attend complete questionnaire assess impact symposium attitude response provider use study twentynine respond provider report symposium increase concern regard risk hiv infection group compose seven medical student respond housestaff seven faculty three medical staff finding present study suggest symposium design decrease concern occupational hiv infection among healthcare worker may opposite effect attend especially medical student education alone may inadequate reassure provider author recommend smallgroup session address emotional aspect healthcare provider concern,Immunologic Diseases,4
19633,foot footwear field sport medicine see increase number foot legrelated injury could avoid either totally part individual choose proper footwear thing ideal shoe type foot terrain however athlete chronic problem respond properly fit shoe physician consultation consider,Musculoskeletal Diseases,0
1754,radiologic morphology painful joint high frequency remodel change demonstrate series patient pain joint region radiologic morphologic difference painful asymptomatic joint frequency rather type caution take overestimate significance radiologic abnormality patient pain joint region,Musculoskeletal Diseases,1
10567,detection antiepsteinbarr virus transactivator zebra antibody serum patient human virus patient aid aidsrelated complex often show symptom epsteinbarr virus ebv reactivation several ebvencoded transact factor activate ebv lytic cycle one zebra bamhi ebv replication activator also call eb1 switch ebv latent productive cycle indirect study do use human cell transfected recombinant dnaharboring cdna sequence span bzlf1 bamhi leave frame insert downstream adenovirus major late promoter igg antizebra antibody detect high proportion asymptomatic hiv carrier aid patient absent healthy control individual presence antizebra antibody serum hivpositive patient favor hypothesis ebv reactivate subject find may practical importance prognostication aid development,Immunologic Diseases,2
25807,cardiopulmonary bypass sickle cell anaemia report five case five patient sickle cell undergo open heart surgery start cardiopulmonary bypass patient circulate blood volume separately drain bag spin retransfused patient end operation moderate hypothermia aortic cross clamp topical hypothermia cold crystalloid cardioplegia use patient none patient transfusion postoperative period macroscopic microscopic evidence haemolysis see haematuria clinical evidence sickling evidence wind infection discharge home mean day conclude case sickle cell anaemia exchange transfusion begin cardiopulmonary bypass follow retransfusion red cell free blood use safely permit performance standard open heart procedure,Hemic and Lymphatic Diseases,3
4560,ultraviolet crosslinking helical two monoclonal mrl1pr1pr antidna autoantibody variation chain bind dna experiment perform determine whether chain different antinative dna autoantibody uniformly involve bind dna two purify monoclonal mouse mrl1pr1pr igg autoantibody h241 2c10 test bind synthetic helical base pair gel electrophoresis retardation assay differ preference give base sequence exposure oligonucleotide mixture light min lead specific covalent crosslinking oligonucleotide chain h241 chain 2c10 single label event detect without higher aggregation crosslinked unrelated igg even irradiation crosslinked radioactively label chain h241 2c10 isolate denature electrophoresis gel digest lysyl endopeptidase andor staphylococcal protease h241 2c10 chain yield major label peptide fragment peptide two antibody different experiment measure antibodydna interaction probably base major groove dna indicate two mrl1pr1pr igg antinative dna antibody differ chain contact dna provide approach identify affinitylabeled bind sit antibody,Immunologic Diseases,4
35447,deform arthropathy complicate primary biliary cirrhosis yearold woman concurrent systemic lupus erythematosus sle primary biliary cirrhosis pbc develop deform minimally symptomatic arthropathy simultaneous occurrence sle pbc believe rare moreover destructive arthritis absence serum rheumatoid factor previously report either disease review association liver disease arthritis propose possible mechanism account severe joint destruction see patient,Musculoskeletal Diseases,0
4772,distinctive triad malformation central nervous system meckelgruber syndrome distinct triad central nervous system cns malformation prosencephalic dysgenesis occipital exencephalocele rhombic roof dysgenesis present seven case meckelgruber syndrome examine autopsy compare finding previously describe microcephaly slop forehead posterior occipital exencephalocele cerebellar hypoplasia chiari malformation hydrocephalus polymicrogyria arhinencephaly anencephaly constitute broad spectrum report cns anomaly report contain comprehensive description observe cns malformation report case feature prosencephalic dysgenesis include agenesis olfactory bulb tract arhinencephaly hypoplasia optic nerve chiasm agenesis corpus callosum fuse thalamus complete occipital encephalocele consist displacement rhombic roof element include caudal third ventricle cerebellar vermis fourth ventricle extrude enlarge posterior fontanelle rather occipital cranium bifidum thus precisely label exencephalocele different degree dysgenesis posterior fossa structure describe variant dandywalker cyst feature chiari malformation often associate occipital exencephalocele pattern cns anomaly represent triad malformation probably associate defective ventral induction develop cns prechordal mesoderm,Musculoskeletal Diseases,1
9895,examination logistic regression model variable increase relative risk elderly woman fall compare elderly men community base prospective study determine risk factor fall woman men year follow year fall document greater proportion woman men experience least one fall minimal external contribution use unconditional logistic regression model investigate effect physical sociological variable sex difference fall rate control variable age use psychotropic drug inability rise chair without use arm go outdoors less daily live alone decrease relative risk woman fall compare men increase risk fall associate woman able explain potentially correctable even control physical social variable assess woman compare men still significantly increase relative risk fall,Musculoskeletal Diseases,2
19325,langerhans cell histiocytosis monozygotic twin langerhans cell histiocytosis one group histiocytosis syndrome characterize langerhans cell infiltration many clinical manifestation past year numerous case presume letterersiwe disease acute multiorgan variant report twin sibling recently histiocyte society establish criterion definitive diagnosis langerhans cell presence birbeck granule within cell histiocytic infiltrate report fatal outcome langerhans cell histiocytosis monozygotic twin infant satisfactory explanation langerhans cell histiocytosis occur concurrently twin suggest cytokine may provide endogenous signal trigger pathologic proliferation langerhans cell,Hemic and Lymphatic Diseases,3
28120,posterior fusion preliminary report new technique new technique fusion describe fixation upper cervical spine plat screw avoid possible disadvantage commonly use wire technique establishment rigid fixation occiput upper cervical spine combination plat screw especially transarticular atlantoaxial screw fixation reliable immediate stability achieve clinical picture analysis patient variety pathology upper cervical spine present satisfactory outcome solid bony fusion patient absence severe complication encourage continue use technique fusion,Musculoskeletal Diseases,4
14218,cd20 hairy cell alteration low molecular weight cell growth factor ifnalpha hairy cell leukemia hcl cell tumor affect preplasma stage cell differentiation hairy cell produce cell growth factor bcgfrelated growth factor previously show low mol lmwbcgfinduced proliferation hairy cell inhibit vitro vivo ifnalpha therefore suggest effect might contribute exquisite sensitivity hcl ifnalpha therapy elucidate mechanism involve therapeutic effect ifnalpha analyze pattern phosphorylated protein hairy cell detect presence protein molecular mass kda protein identify cd20 molecule structurally unique phosphoprotein exclusively detect cell express stag cell development incubation hairy cell mitogenic concentration lmwbcgf induce additional increase cd20 protein phosphorylation contrast preincubation cell ifnalpha ifngamma decrease basal lmwbcgfinduced cd20 phosphorylation cd20 phosphorylation hairy cell also reduce vivo ifnalpha administration contrast one case patient unresponsive ifnalpha therapy cd20 phosphorylation alter vitro ifnalpha treatment whereas lmwbcgf still elicit cd20 phosphorylation stimulation result suggest ifnalpha may act hcl least part inhibit leukemic cell proliferation via regulation phosphorylation since cd20 phosphorylation think associate cellular proliferation model involve dysregulation cd20 discus,Immunologic Diseases,0
22665,bradykinin antagonist modify allergeninduced mediator release late bronchial response sheep assess role bradykinin allergeninduced early late bronchial response airway inflammation mediator release antigeninduced airway allergic sheep study effect receptor antagonist npc darghyp3 dphe7bk parameter antigen challenge perform two occasion greater apart placebo control highdose mgml lowdose mgml treatment aerosol npc control trial antigen challenge result early late increase specific lung resistance srl early response associate increase less prostaglandin immunoreactive kinin tosyllarginine methyl ester tameesterase pge2 bronchoalveolar lavage bal fluid late response associate increase less leukotrienes thromboxane ketopgf10 pge2 significant influx neutrophil bal fluid late response airway carbachol aerosol apparent challenge six sheep highdose npc treatment give antigen challenge attenuate early response early release mediator cause significant reduction late response less protective effect accompany reduction less concentration mediator associate late response severity bal neutrophilia highdose npc attenuate airway cellular inflammatory response see challenge eight sheep treat low dose npc give challenge early response block late response inhibit mediator associate late response low dose drug prevent airway inflammation additional treatment however prevent data suggest kinin generation antigeninduced airway anaphylaxis may important control release arachidonic acid metabolite airway inflammatory cell contribute development late response allergic sheep model,Immunologic Diseases,1
38002,erythropoiesis fanconis anemia fanconis anemia autosomal recessive condition greater homozygote develop aplastic anemia determine relation erythroid progenitor clinical status blood marrow mononuclear cell culture methyl cellulose erythropoietin plus hematopoietic growth factor growth normal oxygen compare growth low physiologic oxygen peripheral blood culture perform patient marrow six patient classify six clinical group group severe aplasia transfuse one patient erythroid progenitor group severe transfuse androgen unresponsive one patient blood burstforming unitserythroid bfue group androgen responsive eight patient decrease blood bfue group aplastic start treatment two patient normal number colonyforming unitserythroid cfue bfue group stable mild anemia andor andor macrocytosis seven patient normal number blood bfue group hematologically normal five patient blood bfue low normal normal one marrow normal number cfue bfue incubation oxygen double cfue bfue patient close normal normal growth oxygen hemin interleukin increase growth slightly culture growth erythropoietin alone data show correlation current clinical status vitro erythropoiesis culture erythroid progenitor may also useful predictor hematologic prognosis although followup period short prove hypothesis,Hemic and Lymphatic Diseases,2
1609,pretrigeminal neuralgia eighteen patient subsequently develop typical trigeminal neuralgia experience prodromal pain term pretrigeminal neuralgia patient describe prodromal pain toothache sinusitislike pain last several hour sometimes trigger jaw movement drink hot cold liquid typical trigeminal neuralgia develop day year later case affect division trigeminal nerve six additional patient experience appear pretrigeminal neuralgia become painfree take carbamazepine baclofen recognition pretrigeminal neuralgia make possible relieve pain appropriate medication avoid unnecessary irreversible dental procedure,Musculoskeletal Diseases,3
16962,transmembrane mobility phospholipid sickle erythrocyte effect deoxygenation diffusion asymmetry study effect sickling transmembrane reorientation distribution phospholipid red blood cell patient homozygous sickle cell anemia purpose follow redistribution kinetics trace amount spinlabeled analogue natural phospholipid first introduce membrane outer leaflet normal sickle erythrocyte expose air nitrogen deoxygenation effect lipid redistribution kinetics normal cell membrane atmospheric po2 unfractionated cell different normal cell however deoxygenation induce sickling passive diffusion accelerate rate adenosine transport reduce especially stationary distribution two leaflet slightly less asymmetric phenomenon pronounce change rapidly reversible reoxygenation cell separate density dense light cell exhibit property cite however dense cell expose air possess lower transport rate data favor relationship translocase activity phospholipid transmembrane asymmetry sickle cell disease first case translocase pathology,Hemic and Lymphatic Diseases,4
26280,human gammaglobulin use treatment severe associate sarcoidosis associate sarcoidosis uncommon yet potentially lethal complication traditional treatment steroid therapy follow splenectomy steroid therapy fail use human immunoglobulin potential therapy patient afflict sarcoidosis review,Hemic and Lymphatic Diseases,0
40573,rhabdomyolysis operate position rhabdomyolysis routine surgery study three group patient surgery limit trauma muscle lateral supine position prone spinal frame range blood test perform surgery first third seventh day operation show creatine kinase increase hour early appearance myoglobin serum best indicator rhabdomyolysis associate lateral position long last surgery blood test surgery predictive value,Musculoskeletal Diseases,1
2392,primary splenic hodgkin disease case hodgkin disease describe purpose review criterion currently use distinguish disease pleomorphic largecell malignancy yearold man month history daily fever undergo extensive evaluation exploratory laparotomy reveal two large separate splenic tumor nodule postoperatively patient remain asymptomatic histologically tumor compose giant cell include typical reedsternberg form mononuclear variant inflammatory stromal response along border show tumor cell strongly reactive leum1 cd15 berh2 cd30 leu cd4 t11 cd2 weakly reactive leu cd3 nonreactive ema lca lysozyme leu leum3 leum5 immunoglobulin light chain southern blot analysis reveal isolate clonal band kappa light chain include discussion case primary splenic hodgkin disease review clinical histologic characteristic define hodgkin disease,Hemic and Lymphatic Diseases,2
30469,flexible approach infrapopliteal vein graft patient diabetes mellitus october august perform dorsalis pedis artery bypass patient diabetes mellitus variety surgical technique use shorten surgery limit incision length optimize sizematching vein graft artery whenever possible arterial inflow common femoral artery case distal superficial femoral popliteal artery case tibial artery three case preexist bypass seven case situ case situ reverse nonreversedvein composite vein nine one bypass construct four patient die seven graft fail within day actuarial patency limb salvage month surgery respectively significant difference patency situ situ vein graft common femoral artery inflow site distal superficial artery inflow site,Musculoskeletal Diseases,3
12542,systemic mastocytosis present osteoporosis clinical study ten patient systemic mastocytosis evaluate metabolic bone disease men woman mean patient present generalize osteopenia andor atraumatic vertebral compression fracture three patient longstanding urticaria pigmentosa diagnosis cutaneous mastocytosis establish skin biopsy one individual symptom suggestive although six patient previously undergo decalcify bone marrow trephine core biopsy dbmb finding consistent xray survey reveal generalize osteopenia patient vertebral compression fracture patient sclerotic bone lesion histological finding undecalcified transiliac crest biopsy utbb specimen patient patient undergo dbmb utbb undergo utbb dbmb disclose bone marrow contain nodule characteristic mast cell granuloma numerous scatter oval spindleshaped mast cell trabecular bone contain abundant newly synthesize bone matrix significant increase osteoblastic osteoclastic resorptive surface dynamic parameter reveal significantly increase mineral apposition rate study suggest may frequent cause osteoporosis previously recognize generalize osteopenia compression fracture may presentation undecalcified bone biopsy useful diagnosis accelerate bone remodel characteristic feature diffuse osteopenia,Musculoskeletal Diseases,4
16194,isolate muscular sarcoidosis cause fever unknown origin value gallium image unusual case patient longstanding fever unknown origin fuo present whose gallium 67ga image reveal increase activity calf muscle bilaterally image modality also fail show chest abnormal finding subsequent biopsy right gastrocnemius muscle reveal noncaseating granuloma consistent diagnosis sarcoidosis use 67ga evaluate patient fuo image extremity always include also abnormal uptake present extremity sarcoidosis include differential diagnosis,Musculoskeletal Diseases,0
3673,monitor glucocorticoid therapy pharmacokinetic approach although glucocorticoid therapy essential treatment severe inflammatory disorder systematic approach patient variable may affect availability steroid dose development data base pharmacokinetic parameter examine glucocorticoid patient year age use pharmacokinetic study administration intravenous oral intravenous prednisolone oral prednisone eleven patient unusually rapid elimination clearance mlmin population mean mlmin without identifiable cause incomplete absorption prednisone observe three patient one patient respectively evaluation glucocorticoid child age year month year demonstrate significant inverse correlation less prednisolone clearance age therefore important consider age interpretation pharmacokinetic data simplify measurement prednisolone clearance singledose singlepoint method develop base highly significant relationship hour postdose prednisolone concentration prednisolone clearance log prednisolone clearance hour postdose concentration less evaluation glucocorticoid clinical set use identify abnormality absorption elimination patient compliance technique use individualize glucocorticoid dose regimen,Immunologic Diseases,1
2172,use management plan treat asthma emergency department standardise management protocol develop assessment treatment adult acute asthma attend emergency department management protocol consist assessment sheet record essential feature history examination finding flow diagram guideline initial management base spirometric recording protocol introduce wellington hospital effect intervention assess analyse emergency department record three month one year introduction protocol use assessment sheet improve history take lead increase use serial measure airflow obstruction improve documentation follow arrangement provision management guideline influence emphasis management include increase use corticosteroid intravenously frequent use additional dose nebulised bronchodilator light initial experience protocol modify use either emergency department general practice recommend,Immunologic Diseases,2
21287,musculoskeletal manifestation amyloidosis review patient haemodialysis least year longterm regular haemodialysis chronic renal failure associate amyloidosis condition excess amount unexcretable plasma protein lay tendon joint bone amyloidosis present various musculoskeletal disorder several year dialysis review patient dialyse least year commonest complaint severe joint pain absence radiological change arthritis shoulder usually affect carpal tunnel syndrome develop patient bilateral operation presence amyloid confirm six patient recurrent symptom two three year require another decompression manifestation amyloidosis include trigger finger flexor tendon contracture spontaneous tendon rupture pathological fracture amyloid bone cyst frequency symptom proportional duration dialysis patient dialysis year affect symptom develop earlier older patient,Musculoskeletal Diseases,3
33770,possibly cause structurally relate thirdgeneration cephalosporin define decrease platelet count less commonly report druginduced blood dyscrasia heparin commonly report cause druginduced report incidence one ten percent induce cephalosporin report relatively rare report completely document two thirdgeneration cephalosporin cause platelet count fall less patient describe explanation available platelet count begin fall institution thirdgeneration cephalosporin begin rise agent stop order document induce thirdgeneration cephalosporin rechallenge would necessary consider safe patient review literature present describe similar case,Hemic and Lymphatic Diseases,4
31240,aluminium sulphate water north cornwall outcome pregnancy objectiveto determine whether excess aluminum sulphate accidentally add local water supply north cornwall july adverse effect outcome pregnancy designoutcomes singleton pregnancy affect area time incident compare two control group pregnancy area complete incident pregnancy neighbour area subjectsmothers three group among miscarriage five termination pregnancy live birth main outcome measuresfetal perinatal loss birth weight gestation obstetric complication neonatal condition congenital defect resultsamong pregnancy woman expose excess aluminum sulphate excess perinatal death low birthweight preterm delivery severe congenital malformation however increase rate talipes expose fetus four case one control small number possible say high dose aluminum sulphate safe pregnancy evidence study major problem apparent birth,Musculoskeletal Diseases,0
28095,mechanism production scoliosis hypothesis basis previous study vertebral column thoracic skeleton author generate hypothesis mechanism production scoliosis accord hypothesis vertical stability thoracic spine maintain equal support rib side due equal load bring lamin rib costotransverse articulation ligament interference balance mechanism disturb mechanism spinal stability spine bend toward heavier load side intervertebral joint basis hypothesis mechanism production scoliosis experimental animal human removal rib one side explain removal rib one side produce imbalance symmetric weight transmission rib two side pathologic deformation within vertebra scoliosis result asymmetric load alter route load transmission convex side curve,Musculoskeletal Diseases,1
29429,capsule thickness breast hardness confirm new measurement method implant initiate foreignbody response lead encapsulation scar tissue order better understand encapsulation process difference soft comfortable firm contract breast study patient come reaugmentation year period capsule remove prepare measure use new method capsule remove store physiologic solution time measurement minute hour measure use mitutoyo dialthickness gauge mdtg employ uniform pressure measurement reveal soft breast baker thinnest scartissue capsule range thickness inch firm breast yield thickest capsule baker measure inch thick baker measure inch thick also compare precision measurement mdtg standard screwtype micrometer take series reading soft pliable substance textured silicone rubber,Musculoskeletal Diseases,2
5937,management hematologic complication human virus infection replication various strain human virus increase vitro certain factor csfs protective effect zidovudine azt macrophage antagonize presence presence csf gmcsf clinical study gmcsf give alone dramatically increase count white cell particularly neutrophil band cell small dose gmcsf subcutaneously restore white cell production leukopenic patient aid combination treatment azt gmcsf aztintolerant patient allow resumption azt treatment increase bone marrow cellularity treatment anemic patient aid aidsrelated complex recombinant human erythropoietin rhuepo produce promise result week treatment rhuepo need transfusion maintain hematocrit value within normal range reduce significantly eliminate patient low baseline level endogenous erythropoietin study combine aid chemotherapy csf erythropoietin treatment propose,Hemic and Lymphatic Diseases,3
6138,viral infection patient betathalassemia major predominant role cytomegalovirus month patient betathalassemia range age year observe serologic evidence viral infection collection serial serum sample seventysix agematched healthy subject two patient follow control sample take begin middle end study test viral antigen complement fixation addition test antibody hiv epsteinbarr virus hepatitis virus marker hepatitis virus perform change antibody titer test greater equal fold increase decrease persistently high titer greater equal reveal specific enzyme immunoassay eias igm iga antibody perform concomitant test serum symptomatic infection occur viral culture andor direct detection antigen carry method eia latex agglutination test thalassemic patient control similar greater overall rat serologically confirm viral infection versus former group higher less incidence cytomegalovirus cmv infection versus cmv infection associate thalassemic patient hepatitis case lymphadenitis case upper respiratory tract infection case remain case cmv subclinical course moreover thalassemic patient lower less incidence symptomatic infection versus control therefore study show symptomatic subclinical cmv infection may occur often thalassemic patient otherwise subclinical viral infection overall rate similar healthy subject,Hemic and Lymphatic Diseases,4
43646,autosomal recessive distal dystrophy describe five new case autosomal recessive distal dystrophy miyoshi myopathy emphasize distinctive clinical laboratory feature unusual muscular dystrophy symptom begin age gastrocnemius muscle selectively involve creatine kinase elevate time normal emg show abundant brief motor unit numerous fibrillation dystrophic feature without vacuole best see biceps femoris muscle asymptomatic creatine kinase elevation present year prior development weakness disorder appear inherit autosomal recessive pattern miyoshi myopathy distinguish distal muscular dystrophy propose new classification distal muscular dystrophy,Musculoskeletal Diseases,0
32163,factor influence hour increment platelet transfusion hour posttransfusion platelet count determine transfusion policy patient require platelet support yet factor influence hour count poorly define clinical factor influence hour correct count increment cci study human leukocyte antigen hlaunmatched platelet transfusion patient hour ccis highly correlate less average hour cci percent hour cci multiple linear regression analyse identify splenectomy bone marrow transplantation disseminate intravascular coagulation administration amphotericin palpable spleen hla antibody grade major factor influence hour posttransfusion cci antibody number concurrent antibiotic clinical bleed temperature significantly influence hour posttransfusion cci hour cci significant factor influence hour cci regression model contain hour cci factor thus clinical factor exert major influence cci hour platelet transfusion evidence factor influence hour transfusion hour,Hemic and Lymphatic Diseases,1
